USUARIO;DATA;INICIO_RECARGA;FIM_RECARGA;ENERGIA_KWH;DURACAO;VALOR_TOTAL_DA_RECARGA;VALOR_CAPTURADO;VALOR_A_SER_CAPTURADO;ID;ID_DO_CONECTOR;TIPO_DO_CONECTOR;POTENCIA_DO_CONECTOR_KW;TIPO_DE_DESBLOQUEIO;ID_DA_ESTACAO;ELETROPOSTO;CIDADE;UF;CPO_ID;eMSP_ID
User 1000;12/06/2024;18:44;19:38;6.39;;R$ 00.00;R$ 00.00;R$ 00.00;f4b2283d-bf97-44c1-93cf-fd8e79bb4273;1;Conector 1 - TYPE2;44.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
User 1000;12/06/2024;18:32;18:42;4.12;;R$ 00.00;R$ 00.00;R$ 00.00;d41b56e1-befd-410d-bfbe-77b18ddfb149;2;Conector 2 - TYPE2CCS;60.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
User 1000;12/06/2024;17:51;18:20;26.88;;R$ 00.00;R$ 00.00;R$ 00.00;dd3003cd-717f-4759-8435-152c7a96c124;2;Conector 2 - TYPE2CCS;60.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
User 1000;12/06/2024;17:13;17:50;4.08;;R$ 00.00;R$ 00.00;R$ 00.00;3f3cd70c-d84d-49b2-8f59-f03973ce4ee6;1;Conector 1 - TYPE2;44.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
User 1000;12/06/2024;17:12;17:51;24.41;;R$ 00.00;R$ 00.00;R$ 00.00;4a82b5f5-e794-43cb-becc-5ed14cb9c207;2;Conector 2 - TYPE2CCS;60.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
User 1000;12/06/2024;16:20;17:11;8.46;;R$ 00.00;R$ 00.00;R$ 00.00;0ea2a3a2-5e3a-4358-af90-7df6ae261cca;1;Conector 1 - TYPE2;44.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
User 1000;12/06/2024;16:18;17:11;38.77;;R$ 00.00;R$ 00.00;R$ 00.00;0a5e07a6-8689-43fa-994b-d1a66c76cc03;2;Conector 2 - TYPE2CCS;60.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
User 1000;12/06/2024;15:21;16:16;10.08;;R$ 00.00;R$ 00.00;R$ 00.00;b95636b4-deb6-4ba5-bf8d-45c0e07906bf;1;Conector 1 - TYPE2;44.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
User 1000;12/06/2024;15:20;16:16;38.79;;R$ 00.00;R$ 00.00;R$ 00.00;a12793bf-1932-4722-a825-76fe1bee18c7;2;Conector 2 - TYPE2CCS;60.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
User 1000;12/06/2024;14:44;15:19;4.08;;R$ 00.00;R$ 00.00;R$ 00.00;2c7013ac-1f06-4658-baa1-01cd24c3f0df;1;Conector 1 - TYPE2;44.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
User 1000;12/06/2024;14:44;15:18;18.41;;R$ 00.00;R$ 00.00;R$ 00.00;24974242-701a-4820-9066-68e7019303a6;2;Conector 2 - TYPE2CCS;60.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
User 1000;12/06/2024;13:47;14:42;35.47;;R$ 00.00;R$ 00.00;R$ 00.00;a4bf2d3b-6d4b-4b51-ab58-eb32cec97e66;2;Conector 2 - TYPE2CCS;60.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
User 1000;12/06/2024;13:37;14:42;7.53;;R$ 00.00;R$ 00.00;R$ 00.00;6408c392-6d07-499c-ab7f-f5f0362862d3;1;Conector 1 - TYPE2;44.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
User 1000;12/06/2024;13:19;13:44;11.22;;R$ 00.00;R$ 00.00;R$ 00.00;a6bb80bb-7643-420d-858c-128d944197eb;2;Conector 2 - TYPE2CCS;60.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
User 1000;12/06/2024;12:58;13:19;2.33;;R$ 00.00;R$ 00.00;R$ 00.00;14d1fb46-d9c6-41bf-8563-9e6df65d4176;1;Conector 1 - TYPE2;44.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
User 1000;12/06/2024;12:14;13:18;48.44;;R$ 00.00;R$ 00.00;R$ 00.00;30382c27-bbaf-44d4-b885-deaec6425458;2;Conector 2 - TYPE2CCS;60.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
User 1000;12/06/2024;12:12;12:14;0.28;;R$ 00.00;R$ 00.00;R$ 00.00;7e9ad090-ecf5-4165-9c03-b178bfa0b5eb;1;Conector 1 - TYPE2;44.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
User 1000;12/06/2024;11:59;12:14;8.08;;R$ 00.00;R$ 00.00;R$ 00.00;37289781-ad67-4699-9bf6-625828238940;2;Conector 2 - TYPE2CCS;60.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
User 1000;12/06/2024;11:14;11:15;0.19;;R$ 00.00;R$ 00.00;R$ 00.00;bc9e67dc-6321-4ac0-9361-6a3e3fdb1bbf;1;Conector 1 - TYPE2;44.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
User 1000;12/06/2024;10:17;11:13;22.99;;R$ 00.00;R$ 00.00;R$ 00.00;f503113a-5f45-4698-9926-41de6811ca3e;2;Conector 2 - TYPE2CCS;60.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
User 1000;12/06/2024;05:11;06:08;36.61;;R$ 00.00;R$ 00.00;R$ 00.00;87a6284d-f092-42d2-bba7-cad3f58ea193;2;Conector 2 - TYPE2CCS;60.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
User 1000;12/06/2024;04:13;05:10;37.07;;R$ 00.00;R$ 00.00;R$ 00.00;20759f96-6ced-4de0-89c7-2de73673dc44;2;Conector 2 - TYPE2CCS;60.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
User 1000;12/06/2024;01:36;05:42;24.64;;R$ 00.00;R$ 00.00;R$ 00.00;20e5deff-2484-455f-bfde-571365bd673a;1;Conector 1 - TYPE2;44.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
User 1000;11/06/2024;23:46;00:03;5.05;;R$ 00.00;R$ 00.00;R$ 00.00;e7bd7614-b007-4379-ba17-ab7cfa84b359;2;Conector 2 - TYPE2CCS;60.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
User 1000;11/06/2024;23:09;23:09;13.76;;R$ 0.00;R$ 00.00;R$ 0.00;491ac85a-cbbd-409b-953b-434ff7214885;2;Conector 2 - TYPE2CCS;60.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
User 1000;11/06/2024;23:05;23:09;0.44;;R$ 00.00;R$ 00.00;R$ 00.00;904f73f5-d374-49dd-8140-2d82f0210f68;1;Conector 1 - TYPE2;44.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
User 1000;11/06/2024;22:42;23:09;12.38;;R$ 00.00;R$ 00.00;R$ 00.00;14bf245c-5e39-4b18-b574-a464bf78c9a9;2;Conector 2 - TYPE2CCS;60.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
User 1000;11/06/2024;21:26;21:36;7.33;;R$ 00.00;R$ 00.00;R$ 00.00;4ed2f45e-f9d9-4f84-b2b7-85059c10a07c;2;Conector 2 - TYPE2CCS;60.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
User 1000;11/06/2024;20:40;20:41;0.16;;R$ 00.00;R$ 00.00;R$ 00.00;41cc6768-c058-4243-a781-22f5634f16e0;1;Conector 1 - TYPE2;44.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
User 1000;11/06/2024;20:40;21:14;24.62;;R$ 00.00;R$ 00.00;R$ 00.00;aa750d56-4bdd-41e2-a5bb-6aebb51684ac;2;Conector 2 - TYPE2CCS;60.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
User 1000;11/06/2024;20:05;20:38;3.69;;R$ 00.00;R$ 00.00;R$ 00.00;dc1f72ce-0277-43f8-bb76-256ccf022ec8;1;Conector 1 - TYPE2;44.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
User 1000;11/06/2024;19:59;20:39;22.67;;R$ 00.00;R$ 00.00;R$ 00.00;f6c0b527-3329-4fe5-ae33-5cd28a9824d0;2;Conector 2 - TYPE2CCS;60.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
User 1000;11/06/2024;19:31;19:58;2.96;;R$ 00.00;R$ 00.00;R$ 00.00;efe5569c-fc1e-4395-a13e-c815c07a1cef;1;Conector 1 - TYPE2;44.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
User 1000;11/06/2024;19:28;19:57;24.34;;R$ 00.00;R$ 00.00;R$ 00.00;4fe23883-2510-414b-a736-99f6806e7d2e;2;Conector 2 - TYPE2CCS;60.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
User 1000;11/06/2024;18:25;19:01;23.92;;R$ 00.00;R$ 00.00;R$ 00.00;00f932a0-d167-459b-ac6f-627ab63d01b4;2;Conector 2 - TYPE2CCS;60.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
User 1000;11/06/2024;17:47;18:25;4.33;;R$ 00.00;R$ 00.00;R$ 00.00;d5121132-6f9a-4b01-8a5c-1e11fc1ffaea;1;Conector 1 - TYPE2;44.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
User 1000;11/06/2024;17:41;18:24;24.84;;R$ 00.00;R$ 00.00;R$ 00.00;5769cb68-7a23-4b9f-bfc9-c1984fbd30c0;2;Conector 2 - TYPE2CCS;60.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
User 1000;11/06/2024;16:52;17:23;5.26;;R$ 00.00;R$ 00.00;R$ 00.00;4f33a0f1-8bf0-4f5d-876a-ff8c3c7024aa;1;Conector 1 - TYPE2;44.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
User 1000;11/06/2024;16:49;17:41;32.24;;R$ 00.00;R$ 00.00;R$ 00.00;3de0c051-9315-450d-93db-7e7944b813b7;2;Conector 2 - TYPE2CCS;60.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
User 1000;11/06/2024;15:28;16:01;17.19;;R$ 00.00;R$ 00.00;R$ 00.00;9202d697-3e90-4902-8057-e12f2c4d4826;2;Conector 2 - TYPE2CCS;60.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
User 1000;11/06/2024;14:34;15:27;34.07;;R$ 00.00;R$ 00.00;R$ 00.00;e9df5b36-5d1a-4fb2-85af-1c43f849395d;2;Conector 2 - TYPE2CCS;60.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
User 1000;11/06/2024;14:06;15:28;9.26;;R$ 00.00;R$ 00.00;R$ 00.00;a85a51d0-c818-4340-a83a-7113ca1a51f1;1;Conector 1 - TYPE2;44.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
User 1000;11/06/2024;13:34;14:30;44.27;;R$ 00.00;R$ 00.00;R$ 00.00;0c12bc2a-3b5c-490e-a782-06a7c11fa119;2;Conector 2 - TYPE2CCS;60.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
User 1000;11/06/2024;13:29;13:33;0.65;;R$ 00.00;R$ 00.00;R$ 00.00;548aba61-7604-4d94-92fd-27d052c9ce79;1;Conector 1 - TYPE2;44.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
User 1000;11/06/2024;12:40;13:33;27.73;;R$ 00.00;R$ 00.00;R$ 00.00;b60f2d3b-51fc-4bc6-8521-18a5524248e9;2;Conector 2 - TYPE2CCS;60.00;Cartão;025826ed-6095-4ed8-8da2-a4afc7ef3177;Estação Eldorado do Sul;Eldorado do Sul;RS;equatorial;equatorial
